capture_id,capture_group_id,role,binary_label,browser,tool,resolver,csv_archive,csv_entry,csv_candidate_entries,csv_pair_mode,pcap_path,pcap_sha256,pcap_size_bytes,archive_name,archive_sha256,archive_member,relative_path,alignment_only_fields_enter_detector_input
fresh-376c3297c78f05c86957,fresh-376c3297c78f05c86957,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh2_2020-03-29T00:23:55.752946.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_dnsadguardcom_doh2_2020-03-29T00_23_55.752946.pcap,2a98353ea5a802c2b25df94ecc2063bb90a3f6979303bb0f4afbe6dbcf001c9e,28044,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_dnsadguardcom_doh2_2020-03-29T00:23:55.752946.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_dnsadguardcom_doh2_2020-03-29T00:23:55.752946.pcap,False
fresh-a5b950bf723f54e11792,fresh-a5b950bf723f54e11792,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-29T09:08:29.630071.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-29T09_08_29.630071.pcap,8a904b6cbb939ea49e5edba55c73dec601d8fb648c422e12b07c01ad71760dcd,28277,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-29T09:08:29.630071.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-29T09:08:29.630071.pcap,False
fresh-b937fd2fc9f121b70cd6,fresh-b937fd2fc9f121b70cd6,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-28T18:52:14.764661.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-28T18_52_14.764661.pcap,36d8c19f832cf5d5afd676b4f11d606b6952431ca2ea9702c4897a1677b8d677,28010,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-28T18:52:14.764661.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-28T18:52:14.764661.pcap,False
fresh-e4f83f45e8ff957bee8c,fresh-e4f83f45e8ff957bee8c,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-28T12:25:16.447878.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-28T12_25_16.447878.pcap,35879bba5f8d90bc13d15936f1322b9a5e0761a2c11c3ef9895e6cfcfe97b642,27627,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-28T12:25:16.447878.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-28T12:25:16.447878.pcap,False
fresh-eb2f88cdee651d3323af,fresh-eb2f88cdee651d3323af,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh7_2020-03-25T14:25:40.902981.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_99911_doh7_2020-03-25T14_25_40.902981.pcap,01ae9a9ece698fa50b566e10ec3be53e6dbfdb67b6dc08c155f50bb5a489edab,2608723,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_99911_doh7_2020-03-25T14:25:40.902981.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_99911_doh7_2020-03-25T14:25:40.902981.pcap,False
fresh-0d7778f9051b3e42ccf7,fresh-0d7778f9051b3e42ccf7,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh7_2020-03-25T08:23:30.839066.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_99911_doh7_2020-03-25T08_23_30.839066.pcap,5f86ad5592672078eae05b7bb16cedb0b2449e31bc56ae79ecbef29c164e378f,2187501,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_99911_doh7_2020-03-25T08:23:30.839066.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_99911_doh7_2020-03-25T08:23:30.839066.pcap,False
fresh-febb67cd4a3535051299,fresh-febb67cd4a3535051299,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh8_2020-03-25T16:44:50.689568.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_99911_doh8_2020-03-25T16_44_50.689568.pcap,702d122c2612716d0f3d851dfdbb94181890903ecea0d4e2dbaa5b2714a59081,2497268,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_99911_doh8_2020-03-25T16:44:50.689568.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_99911_doh8_2020-03-25T16:44:50.689568.pcap,False
fresh-e634e35ab6f6af0c342e,fresh-e634e35ab6f6af0c342e,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh2_2020-03-29T07:45:25.017052.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_dnsadguardcom_doh2_2020-03-29T07_45_25.017052.pcap,cc1bd7825ff48cfcd1ffd08955f9e522a7a2d8161cd6b4359960df0d1e0607ae,27679,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_dnsadguardcom_doh2_2020-03-29T07:45:25.017052.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_dnsadguardcom_doh2_2020-03-29T07:45:25.017052.pcap,False
fresh-dc4ec0796136c7c17ce5,fresh-dc4ec0796136c7c17ce5,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-28T10:34:43.805933.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-28T10_34_43.805933.pcap,9757656e4daa5e3a5f7619d5c94071237ef35ce960e69e9fe6655d558de02419,28024,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-28T10:34:43.805933.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-28T10:34:43.805933.pcap,False
fresh-267eef22d46e5c1c6f97,fresh-267eef22d46e5c1c6f97,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-28T13:20:27.949298.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-28T13_20_27.949298.pcap,a9ef7e21af1e2f4880e1756c6ab99af3a6293326a62eccbc899d64e4177142ef,27942,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-28T13:20:27.949298.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-28T13:20:27.949298.pcap,False
fresh-732867d4df13923c1e44,fresh-732867d4df13923c1e44,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh9_2020-03-25T20:30:42.603998.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_99911_doh9_2020-03-25T20_30_42.603998.pcap,edb1d9351f2d7b86730f257ff7c01cd9f433024223848a5306018e25f453ea1a,3289218,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_99911_doh9_2020-03-25T20:30:42.603998.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_99911_doh9_2020-03-25T20:30:42.603998.pcap,False
fresh-0123df13a48e170febd0,fresh-0123df13a48e170febd0,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh10_2020-03-25T06:03:31.438806.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_99911_doh10_2020-03-25T06_03_31.438806.pcap,b5ce47498e69d99a060ad5d4a747e0feb4d1a6a453161983e0c5ec7c43301d84,3157421,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_99911_doh10_2020-03-25T06:03:31.438806.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_99911_doh10_2020-03-25T06:03:31.438806.pcap,False
fresh-2a4f67d01677891321a0,fresh-2a4f67d01677891321a0,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh7_2020-03-25T09:47:18.119864.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_99911_doh7_2020-03-25T09_47_18.119864.pcap,a7132624398dee3450cd903effc000869fce1b9c437aa6e107775ffd9f3a01f6,2545250,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_99911_doh7_2020-03-25T09:47:18.119864.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_99911_doh7_2020-03-25T09:47:18.119864.pcap,False
fresh-f4de9d9b0014027d284d,fresh-f4de9d9b0014027d284d,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-29T04:04:45.346398.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-29T04_04_45.346398.pcap,dafa41398e20d522d9025dfe6ee528e17018d4c77f41adea6d3f3e193d564a0e,28105,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-29T04:04:45.346398.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-29T04:04:45.346398.pcap,False
fresh-6fe9c7ae0c822fbb7dcc,fresh-6fe9c7ae0c822fbb7dcc,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh9_2020-03-25T13:57:56.317252.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_99911_doh9_2020-03-25T13_57_56.317252.pcap,d36176d57f2614103ac4c208234cf60e5b933281025681ec05d460992eb127a9,3092469,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_99911_doh9_2020-03-25T13:57:56.317252.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_99911_doh9_2020-03-25T13:57:56.317252.pcap,False
fresh-7faa22159e097a55e14a,fresh-7faa22159e097a55e14a,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh10_2020-03-25T02:19:19.028160.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_99911_doh10_2020-03-25T02_19_19.028160.pcap,36d38fbb6d14162d5327025160aa76fd1e0808cc23a54c2dbd0bbd4fa26c4985,3243674,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_99911_doh10_2020-03-25T02:19:19.028160.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_99911_doh10_2020-03-25T02:19:19.028160.pcap,False
fresh-84742a8bd01fb339cd36,fresh-84742a8bd01fb339cd36,train,malicious,,dnscat2,,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-28T10:34:42.594542.csv,,exact_official_capture_csv,data/raw/DoHBrw/pcap/_w282_fresh_training/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-28T10_34_42.594542.pcap,02b62de5536108140206a02e3ff827552213194e0a25f14955ce544fed7fab56,27767,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-28T10:34:42.594542.pcap,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-28T10:34:42.594542.pcap,False
