capture_id,role,binary_label,browser,tool,resolver,official_csv_entry,official_csv_rows,tls_stream_count,aligned_supervised_doh,non_doh_ood_only,short_tls_stream,unmatched_tls_stream
fresh-6503b8659789d479f6b4,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh9_2020-03-25T12:06:44.651673.csv,6,1,1,,,
fresh-f0c797c21afcac6ae535,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh8_2020-03-25T11:10:58.917702.csv,6,1,1,,,
fresh-b0fbd2483ac2b48e22bc,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh2_2020-03-28T08:16:19.801143.csv,2,1,1,,,
fresh-7afe17e8f7715430f468,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh1_2020-03-29T06:22:39.439895.csv,26,14,14,,,
fresh-d15162aae8098bfa7292,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh4_2020-03-28T07:21:03.361021.csv,2,1,1,,,
fresh-a38ca49ef2158c914c6a,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh8_2020-03-24T23:03:00.878555.csv,6,1,1,,,
fresh-4a879be04d8a02297126,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-28T16:34:02.428848.csv,2,1,1,,,
fresh-746b655f7ac9b5119336,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh10_2020-03-25T20:58:47.806349.csv,6,1,1,,,
fresh-5133d98af944da3cabce,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-29T02:14:22.918008.csv,2,1,1,,,
fresh-5099fd2b2b188bd66a83,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh2_2020-03-28T07:21:02.520399.csv,2,1,1,,,
fresh-bb848411deff3aca94e8,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-29T04:32:22.595472.csv,2,1,1,,,
fresh-8b59754562ecdb0eac21,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-28T10:07:00.629365.csv,2,1,1,,,
fresh-5500a3444f6a26bc6a31,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-29T00:23:56.908869.csv,2,1,1,,,
fresh-702d51bcf9c9fad62eba,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-29T09:08:31.017464.csv,2,1,1,,,
fresh-7c652eab15af2ebca325,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh4_2020-03-28T19:19:50.855460.csv,2,1,1,,,
fresh-66f4a3e31aceaae54cab,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh4_2020-03-29T08:13:08.070459.csv,2,1,1,,,
fresh-d22f370d63b5492406f8,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh1_2020-03-28T16:06:20.787810.csv,20,10,10,,,
fresh-b3a2ea3ff21e8eeaeea5,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-29T10:31:25.859053.csv,2,1,1,,,
fresh-24b36b7f099d5d05751c,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh10_2020-03-25T05:35:41.788770.csv,6,1,1,,,
fresh-0fd9dc5d3cb59975b650,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh7_2020-03-25T18:37:40.511793.csv,6,1,1,,,
fresh-5dc31bac0be041f8b82a,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-29T03:37:08.839851.csv,2,1,1,,,
fresh-eeef8c63a84ae476a0e2,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh8_2020-03-25T06:03:29.759666.csv,8,2,1,1,,
fresh-d84abceb008be4b09beb,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh5_2020-03-28T20:15:08.927344.csv,2,1,1,,,
fresh-f2a7ee14e1d0e046f746,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh1_2020-03-28T18:24:34.719863.csv,26,14,14,,,
fresh-d86b7764aff123170707,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh8_2020-03-25T22:22:52.923530.csv,6,1,1,,,
fresh-769478e9864d43366158,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh10_2020-03-24T23:31:08.058724.csv,6,1,1,,,
fresh-c6b90f4ea3b9882ea633,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh3_2020-03-28T11:57:37.589213.csv,2,1,1,,,
fresh-cefc1f8e6a9377e87ac6,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh4_2020-03-28T13:48:04.886441.csv,2,1,1,,,
fresh-32e7dda332fcb31b2b5d,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh1_2020-03-28T12:52:51.488381.csv,26,14,14,,,
fresh-e5d6b8e489a5b3a32fdc,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-29T04:32:22.929101.csv,2,1,1,,,
fresh-4729a42f7aee9e4d338d,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-28T11:57:38.796046.csv,2,1,1,,,
fresh-54a525e9ed8f31994aee,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh10_2020-03-25T07:55:34.886742.csv,6,1,1,,,
fresh-4e99e836bf2bdcf8df0f,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh1_2020-03-29T03:09:31.581883.csv,26,14,14,,,
fresh-94da4b0abd4de5eec128,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_dnsadguardcom_doh6_2020-03-28T20:15:09.496146.csv,2,1,1,,,
fresh-adeeae27c03efaa28f8c,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh8_2020-03-25T02:19:16.504881.csv,6,1,1,,,
fresh-2c4a0ea441587a5dd588,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh7_2020-03-26T00:42:12.324826.csv,6,1,1,,,
fresh-05189ffab558483527cd,development,malicious,,dnscat2,,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh7_2020-03-25T07:27:25.297131.csv,6,1,1,,,
fresh-f91eb6d042b287ddccb9,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh3_2020-03-22T18:47:04.414245.csv,7,2,2,,,
fresh-ef757b8f811da3522d56,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh7_2020-03-20T08:15:43.088850.csv,6,1,1,,,
fresh-88bd1156331ef4d322ea,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T08:04:01.133548.csv,27,11,11,,,
fresh-787a30a522081b077b1b,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T04:38:37.589979.csv,27,11,11,,,
fresh-419e00146b1a437a3bb4,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh1_2020-03-22T21:32:22.028026.csv,26,14,14,,,
fresh-3bb9c03925516397b13a,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh5_2020-03-20T09:24:37.967399.csv,6,1,1,,,
fresh-bf4cf1cbbe4c844ec781,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh10_2020-03-20T04:27:21.155673.csv,6,1,1,,,
fresh-31521b131a13854d24cf,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh2_2020-03-20T05:47:10.287948.csv,8,2,1,1,,
fresh-a9e7fa603a5b9edd8b4e,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-23T00:18:10.194487.csv,9,4,4,,,
fresh-312602c14dcbb507bfdf,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh7_2020-03-20T05:58:36.739741.csv,6,1,1,,,
fresh-dca70c905db8108abc46,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh5_2020-03-20T08:15:40.866808.csv,6,1,1,,,
fresh-06f747357ea1848a8107,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh6_2020-03-20T10:56:33.294039.csv,6,1,1,,,
fresh-bce1743de151ebd5a8d7,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh8_2020-03-20T09:36:16.220073.csv,7,1,1,,,
fresh-16179da9f23896dc2313,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-22T21:32:24.745638.csv,7,1,1,,,
fresh-7d1fc583331048b50f25,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh6_2020-03-20T09:47:41.259746.csv,6,1,1,,,
fresh-2c4318a50d2a27cbca13,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh7_2020-03-23T00:18:11.915453.csv,6,1,1,,,
fresh-f9bfd93afd3cd90789fb,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh3_2020-03-23T03:31:42.212261.csv,7,1,1,,,
fresh-b8508ad9d7e17a128892,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh1_2020-03-22T23:22:46.950678.csv,26,14,14,,,
fresh-6f40cf919ac332fdaa06,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh1_2020-03-20T04:27:11.312045.csv,11,11,11,,,
fresh-1166ba6fece466bbb354,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh3_2020-03-22T19:42:09.009360.csv,7,1,1,,,
fresh-bb45d871c8ac682e9c0d,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh8_2020-03-22T20:37:17.761602.csv,6,1,1,,,
fresh-c3516465ab6ea296f63a,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh5_2020-03-20T10:10:45.500089.csv,6,1,1,,,
fresh-c22551501689647817e9,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh2_2020-03-22T19:42:08.432132.csv,8,2,2,,,
fresh-2c35784e19416e582c84,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-22T21:04:49.958007.csv,7,2,2,,,
fresh-4197abe6f27b165e943e,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh4_2020-03-20T06:44:16.144384.csv,6,1,1,,,
fresh-86dbeac19cfb2d688e6d,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh4_2020-03-20T06:21:27.631796.csv,6,1,1,,,
fresh-2dcf268255ea5248b005,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh1_2020-03-20T07:06:58.301554.csv,11,11,11,,,
fresh-46337a6c65a00cff23a3,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh6_2020-03-20T07:41:16.928372.csv,7,1,1,,,
fresh-4a46e8a12c9e8cb06923,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh2_2020-03-20T10:33:38.689752.csv,6,1,1,,,
fresh-bad57bdd4ac5583f3162,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh9_2020-03-20T10:56:36.465294.csv,6,1,1,,,
fresh-a72fa21d632eb5387bd7,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh3_2020-03-20T05:12:51.166421.csv,6,1,1,,,
fresh-db806fdae7dc99bfb279,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh7_2020-03-20T11:08:00.453571.csv,7,1,1,,,
fresh-efc6ae1836780de8ce58,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh9_2020-03-22T22:00:07.909946.csv,6,1,1,,,
fresh-c8e77cecb6af4495a8b8,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh1_2020-03-20T11:19:14.854707.csv,11,11,11,,,
fresh-772b1de380410190ea5c,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh7_2020-03-22T21:04:51.052519.csv,6,1,1,,,
fresh-5a3d5fa52c9f3faea429,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh6_2020-03-22T22:00:06.304774.csv,8,3,3,,,
fresh-f39ba4551931aa700e79,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh8_2020-03-20T09:47:43.659952.csv,6,1,1,,,
fresh-6778a7c82ea8482aaf6f,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_1111_doh9_2020-03-23T01:55:08.031636.csv,6,1,1,,,
fresh-037dc4496979c25683c3,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh6_2020-03-20T05:01:31.710915.csv,7,1,1,,,
fresh-96dcbc4d3339dda5ccd5,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh7_2020-03-20T05:01:32.770573.csv,7,1,1,,,
fresh-14b71075e9e9622a3748,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh3_2020-03-22T22:27:39.708150.csv,8,2,2,,,
fresh-b30c13fbe20dc98ee64f,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh1_2020-03-20T09:24:32.845953.csv,11,11,11,,,
fresh-c0465866888644fc914e,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh7_2020-03-20T08:04:15.432680.csv,7,1,1,,,
fresh-330349e6c7922426113c,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh4_2020-03-20T07:18:25.376724.csv,7,1,1,,,
fresh-da6564c0cf62c668d254,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-22T22:55:14.309011.csv,7,1,1,,,
fresh-a998b85400c1c55af451,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh4_2020-03-23T00:45:53.215383.csv,7,2,2,,,
fresh-ec4942aa1bf2ab9f94d9,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T11:07:55.069573.csv,7,1,1,,,
fresh-3035561761aa709a19f8,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh10_2020-03-20T08:38:35.336563.csv,6,1,1,,,
fresh-39329baaa0af84bde300,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh5_2020-03-20T04:38:43.536463.csv,7,1,1,,,
fresh-4374d5cb3da56a607bd9,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh8_2020-03-23T00:45:57.499012.csv,6,1,1,,,
fresh-f3a961d9aa16138cb4ba,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh4_2020-03-23T01:13:39.000491.csv,7,1,1,,,
fresh-ee939aaf6e94baff1718,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh10_2020-03-23T01:13:43.635887.csv,2,1,1,,,
fresh-98ec3f17beff0c0a20d2,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_1111_doh9_2020-03-23T00:59:47.312224.csv,6,1,1,,,
fresh-c260b7b81ebe80b116ad,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh6_2020-03-20T06:44:17.891866.csv,6,1,1,,,
fresh-c2f1f7e41f908d98528d,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh8_2020-03-20T05:12:55.645326.csv,6,1,1,,,
fresh-7250cbad69ce796f0dbc,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh8_2020-03-20T10:10:49.350166.csv,6,1,1,,,
fresh-c83c42880af2703a82a0,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh1_2020-03-20T09:47:32.710888.csv,11,11,11,,,
fresh-932d49590fb292fc200e,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh3_2020-03-20T05:58:33.530097.csv,6,1,1,,,
fresh-3d726263dec53c97d6a5,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-23T02:36:30.092706.csv,7,1,1,,,
fresh-4afd4f28d4dea245548e,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T06:09:59.425470.csv,7,1,1,,,
