capture_id,role,binary_label,browser,tool,resolver,official_csv_entry,official_csv_rows,tls_stream_count,aligned_supervised_doh,non_doh_ood_only,short_tls_stream,unmatched_tls_stream
fresh-735695ebfefd9ca17b50,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh8_2020-03-20T07:41:20.725342.csv,7,1,1,,,
fresh-21792d1f80ebe782998e,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh5_2020-03-20T07:29:48.247092.csv,6,1,1,,,
fresh-1ce2811b9231d41f9262,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh4_2020-03-20T05:24:20.520034.csv,7,1,1,,,
fresh-81fd35fe1bc7f2ecc215,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh6_2020-03-23T01:13:40.279880.csv,7,2,2,,,
fresh-e28c0953bf88d2392982,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh3_2020-03-20T04:27:13.363560.csv,6,1,1,,,
fresh-371608e5eb710eaf7100,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh8_2020-03-20T06:55:45.273496.csv,7,1,1,,,
fresh-bbbeaa5652ce707b3611,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T08:27:02.052941.csv,27,11,11,,,
fresh-81f0d035ab8e83e52126,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh4_2020-03-20T07:29:47.233137.csv,6,1,1,,,
fresh-d3292189e2c6f6e1152a,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh9_2020-03-22T19:42:12.323611.csv,6,1,1,,,
fresh-c097eddec472a64ae82f,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh2_2020-03-22T20:09:41.432722.csv,7,1,1,,,
fresh-7094eb2f1eeee4f7efca,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh2_2020-03-20T09:59:07.055725.csv,7,1,1,,,
fresh-2a96ee234b3bd36c392c,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh4_2020-03-22T23:50:27.314879.csv,7,1,1,,,
fresh-bed5f057c284a7bdacbb,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh2_2020-03-23T01:13:37.499111.csv,7,1,1,,,
fresh-6000b7556d6af9044a28,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh10_2020-03-20T10:33:48.345549.csv,6,1,1,,,
fresh-44c69ce28c4d437d7c45,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh4_2020-03-20T10:22:12.613915.csv,7,1,1,,,
fresh-923b3780f24ce029e21d,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh10_2020-03-23T02:08:59.250266.csv,2,1,1,,,
fresh-85c22ef9ab744238477d,acceptance,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh2_2020-03-20T05:01:27.085371.csv,7,1,1,,,
